CYBER SECURITY DEALS with the protection of computer systems from attacks that could compromise the hardware software or information. These attacks by allowing unauthorized use could leak private information and cause damage or disruption. In the future the part of everyday life and economy requiring computer systems is bound to increase further and become fully dominant. Cyber warfare and cyber crime will be common and the role of cyber security crucial. SINCE THE COMPUTER systems (and attackers) evolve both in hardware and software the constant evolution of this field is of high importance. Arguably the most dramatic development that one can envision is a change in the paradigm of computational model used. Quantum technologies appear to bring us close to such a change. Here we explore the research field that lies on the intersection of cyber security and quantum technologies research.,2019
The National Institute of Standards and Technology is in the process of selecting one or more public-key cryptographic algorithms through a public competition-like process. The new publickey cryptography standards will specify one or more additional digital signature public-key encryption and key-establishment algorithms to augment FIPS 186-4 Digital Signature Standard (DSS) as well as special publications SP 800-56A Revision 2 Recommendation for Pair-Wise Key Establishment Schemes Using Discrete Logarithm Cryptography and SP 800-56B Recommendation for Pair-Wise Key-Establishment Schemes Using Integer Factorization. It is intended that these algorithms will be capable of protecting sensitive information well into the foreseeable future including after the advent of quantum computers. In November 2017 82 candidate algorithms were submitted to NIST for consideration. Among these 69 met both the minimum acceptance criteria and our submission requirements and were accepted as First-Round Candidates on Dec. 20 2017 marking the beginning of the First Round of the NIST Post-Quantum Cryptography Standardization Process. This report describes the evaluation criteria and selection process based on public feedback and internal review of the first-round candidates and summarizes the 26 candidate algorithms announced on January 30 2019 for moving forward to the second round of the competition. The 17 Second-Round Candidate public-key encryption and key-establishment algorithms are BIKE Classic McEliece CRYSTALS-KYBER FrodoKEM HQC LAC LEDAcrypt (merger of LEDAkem/LEDApkc) NewHope NTRU (merger of NTRUEncrypt/NTRU-HRSS-KEM) NTRU Prime NTS-KEM ROLLO (merger of LAKE/LOCKER/Ouroboros-R) Round5 (merger of Hila5/Round2) RQC SABER SIKE and Three Bears. The 9 Second-Round Candidates for digital signatures are CRYSTALS-DILITHIUM FALCON GeMSS LUOV MQDSS Picnic qTESLA Rainbow and SPHINCS+.,2019
A real estate contract is a high-risk contract with a large amount of money and there are many problems in the risk and reliability of fraud. In particular online contracts have low reliability and high risk. If you can manage information on these issues and prevent forgery and duplication of contract information you can maintain low cost and high efficiency. Blockchain technology is being used as an alternative to the enormous cost and reliability issues associated with offline real estate contracts. When blockchain technology is applied to an online contract management system reliability and scalability are efficient and confidentiality can be ensured. However as real estate transactions using blockchain technology increase online problems arise in scalability. Therefore in this paper we implemented an Ethereum-based online real estate contract system that solved the scalability using the zero-knowledge proof algorithm. The real estate contract system enables online contract management and discrimination of contract forgery through blockchain. In particular it was possible to prevent fraud until the contract was concluded and the contract was terminated.,2021
Zero-Knowledge Proof is a cryptographic protocolexercised to render privacy and data security by securingthe identity of users and using services anonymously. It findsnumerous applications; authentication is one of them. A ZeroKnowledge Proof-based authentication system is discussed in thispaper. Advanced Encryption Standard (AES) and Secure RemotePassword (SRP) protocol have been used to design and buildthe ZKP based authentication system. SRP is a broadly usedPassword Authenticated Key Exchange (PAKE) protocol. Theproposed method overcomes several drawbacks of traditional andcommonly used authentication systems such as a simple usernameand plaintext password-based system multi-factor authenticationsystem and others,2021
Prior work has established that all problems in NP admit classical zero-knowledge proof systems and under reasonable hardness assumptions for quantum computations these proof systems can be made secure against quantum attacks. We prove a result representing a further quantum generalization of this fact which is that every problem in the complexity class QMA has a quantum zero-knowledge proof system. More specifically assuming the existence of an unconditionally binding and quantum computationally concealing commitment scheme we prove that every problem in the complexity class QMA has a quantum interactive proof system that is zero-knowledge with respect to efficient quantum computations. Our QMA proof system is sound against arbitrary quantum provers but only requires an honest prover to perform polynomial-time quantum computations provided that it holds a quantum witness for a given instance of the QMA problem under consideration. The proof system relies on a new variant of the QMA-complete local Hamiltonian problem in which the local terms are described by Clifford operations and standard basis measurements. We believe that the QMA-completeness of this problem may have other uses in quantum complexity.,2016
We provide several advances to the understanding of the class of Quantum Merlin-Arthur proof systems (QMA) the quantum analogue of NP. Our central contribution is proving a longstanding conjecture that the Consistency of Local Density Matrices (CLDM) problem is QMA-hard under Karp reductions. The input of CLDM consists of local reduced density matrices on sets of at most k qubits and the problem asks if there is an n-qubit global quantum state that is locally consistent with all of the k-qubit local density matrices. The containment of this problem in QMA and the QMA-hardness under Turing reductions were proved by Liu [APPROX-RANDOM 2006]. Liu also conjectured that CLDM is QMA-hard under Karp reductions which is desirable for applications and we finally prove this conjecture. We establish this result using the techniques of simulatable codes of Grilo Slofstra and Yuen [FOCS 2019] simplifying their proofs and tailoring them to the context of OMA. In order to develop applications of CLDM we propose a framework that we call locally simulatable proofs for QMA: this provides QMA proofs that can be efficiently verified by probing only k qubits and furthermore the reduced density matrix of any k-qubit subsystem of a good witness can be computed in polynomial time independently of the witness. Within this framework we show several advances in zero-knowledge in the quantum setting. We show for the first time a commit-and-open computational zero-knowledge proof system for all of QMA as a quantum analogue of a “sigma” protocol. We then define a Proof of Quantum Knowledge which guarantees that a prover is effectively in possession of a quantum witness in an interactive proof and show that our zero-knowledge proof system satisfies this definition. Finally we show that our proof system can be used to establish that QMA has a quantum non-interactive zero-knowledge proof system in the secret parameter setting.,2020
In this paper we present a simple bare-bones solution of a Zero-Knowledge authentication protocol which uses non-commutative algebra and a variation of the generalized symmetric decomposition problem (GSDP) as a one-way function. The cryptographic security is assured as long the GSDP problem is computationally hard to solve in non-commutative algebraic structures and belongs currently to the PQC category as no quantum computer attack is likely to exists.,2017
One of the most critical concerns in information security today is user authentication. There is a great security when using the text-based strong password schemes but often remembering those good passwords is very hard and users writing them down on a piece of paper or saving inside the smart phone. There is an alternative solution to the text-based authentication which is the Graphical User Authentication (GUA) or simply image-based Password based on the fact that humans tend to memorize images better. This type of approach allows users to create and remember passwords easily. However one big issues that is plaguing GUA is shoulder surfing attack that can capture the users mouse clicks and eavesdropping. In this paper a new algorithm that using zero-knowledge protocol as the solution to solving the eavesdropping and shoulder surfing attack to provide better system security. In zero-knowledge protocol users prove that they know the graphical password without sending it. In other words the user does not send the password to the verifier or reveal it to the people nearby. Hackers who try to eavesdrop the password will be failed since the password is not sent over the insecure channel such as Internet nor reveal. Therefore it is a secured approach to prevent interception by unwanted parties or adversary. The result that is going to be yielded in this project is a secured authentication approach which is user-friendly.without revealing anything other than the veracity of the statement tobe proven. After a formal definition of zero-knowledge proof schemesand a simple example zero-knowledge proofs for Graph Isomorphismand Graph 3-colorability are presented the latter being the basis forthe proof that all languages in NP have zero-knowledge proofs. Thepaper concludes with an application of zero-knowledge proofs in cryptography the Fiat-Shamir Indentification Protocol which is the basisfor modern zero-knowledge entity authentication schemes.,2018
The zero-knowledge proof of knowledge first defined by Fiat Fiege and Shamir was used by Galil Haber and Yung as a means of constructing (out of a trapdoor function) an interactive public-key cryptosystem provably secure against chosen ciphertext attack. We introduce a revised setting which permits the definition of a non-interactive analogue the non-interactive zero-knowledge proof of knowledge and show how it may be constructed in that setting from a non-interactive zero-knowledge proof system for N P (of the type introduced by Blum Feldman and Micali). We give a formalization of chosen ciphertext attack in our model which is stronger than the “lunchtime attack” considered by Naor and Yung and prove a non-interactive public-key cryptosystem based on non-interactive zero-knowledge proof of knowledge to be secure against it,2001
In this paper we show how to construct noninteractive zero knowledge proofs forany NP statement under general (rather than number theoretic) assumptions and how to enablepolynomially many provers to give polynomially many such proofs based on a single random string.Our constructions can be used in cryptographic applications in which the prover is restricted topolynomial time.,1999
Referring to the consensus mechanisms of traditional blockchain a new consensus mechanism of quantumblockchain is designed based on the randomness and the irreversibility of quantum measurement and quantumzero-knowledge proof. This new consensus mechanism does not involve a great deal of computing resources andhence has fewer energy consumption shorter time delay and higher throughput. Furthermore the new consensusmechanism could withstand 51% attack.,2021
The traditional centralized digital identity management system (DIMS) has been subjectto threats such as fragmented identity single point of failure internal attacks and privacyleakage. Emerging blockchain technology allows DIMSs to be deployed in it which largelyalleviates the problems caused by the centralized third party but its inherent transparencyand lack of privacy pose a huge challenge to DIMSs. In this regard we leverage the smartcontracts and zero-knowledge proof (ZKP) algorithms to improve the existing claim identitymodel in blockchain to realize the identity unlinkability effectively avoiding the exposure ofthe ownership of attributes. Furthermore we implement a system prototype named BZDIMSthat includes a challenge-response protocol which allows users to selectively disclose theirownership of attributes to service providers to protect users’ behavior privacy. Performanceevaluation and security analysis show that our scheme achieves effective attribute privacyprotection and a wider application scope compared with the prior model.,2020
It has been predicted that more devices will be connected to the internet network along with the development of IoT and that will increase the complexity in the security system. The most important thing in security systems is the process of encryption and authentication. Various encryption techniques are developed to overcome security problems of the data. One of the methods used for authentication of data is Zero Knowledge Proof. This method works to identify the authenticity of someones statement to proof without showing any knowledge of the statement mentioned. This research will mainly discuss about the security of data transmission system by combining data encryption and data authentication. The proposed data encryption is using Advanced Encryption System and method for authentication of data using the Zero Knowledge Proof. This research will conduct the development methods of authentication Zero Knowledge Proof from previous research and the result was compared with the proposed method based on the simulation results transmission system client and server. Experiments will be conducted using thirty-text data each of data will be measured on the performance of both encryption and authentication process between the previous method and proposed method. Experimental results show the performance of the proposed method has better speed to process application for security of data transmission systems with performance to authenticate approximately 5 ms from the client side and server side.,2021
Nowadays distributed ledger technology or blockchain is widely used in the corporate sector for various industries. Although implementation issues (coding practice lack of capabilities etc.) are not among the major barriers for the technology adaption there are still some informational security challenges to adjust and scale blockchain networks for corporate usage. One of them is to provide functionality for private transactions stored in a blockchain. Some methods including mix networks ring signatures and off-chain protocols were applied to meet the privacy requirements. However these methods have some limitations associated with the key blockchain characteristics such as decentralized storing system and immutability verification of private data. This article examines zero-knowledge proof (ZKP) methods for corporate blockchain networks. The article provides the review of existing methods for private transactions discovers the implementation of ZKP methods also performance and scalability issues are discussed.,2021
In this work we consider the interplay between multiprover interactive proofs quantum entanglement and zero knowledge proofs - notions that are central pillars of complexity theory quantum information and cryptography. In particular we study the relationship between the complexity class MIP* the set of languages decidable by multiprover interactive proofs with quantumly entangled provers and the class PZK-MIP* which is the set of languages decidable by MIP* protocols that furthermore possess the perfect zero knowledge property. Our main result is that the two classes are equal i.e. MIP* = PZK-MIP*. This result provides a quantum analogue of the celebrated result of Ben-Or Goldwasser Kilian and Wigderson (STOC 1988) who show that MIP = PZK-MIP (in other words all classical multiprover interactive protocols can be made zero knowledge). We prove our result by showing that every MIP* protocol can be efficiently transformed into an equivalent zero knowledge MIP* protocol in a manner that preserves the completeness-soundness gap. Combining our transformation with previous results we obtain the corollaries that i) all languages that can be solved in non-deterministic double exponential time have zero knowledge MIP* protocols and ii) all co-recursively enumerable languages (which include undecidable problems as well as all decidable problems) have zero knowledge MIP* protocols with vanishing promise gap.,2019
Abstract. We study the notion of zero-knowledge secure against quantum polynomial-time verifiers (referred to as quantum zero-knowledge)in the concurrent composition setting. Despite being extensively studiedin the classical setting concurrent composition in the quantum settinghas hardly been studied.We initiate a formal study of concurrent quantum zero-knowledge.Our results are as follows:– Bounded Concurrent QZK for NP and QMA: Assuming postquantum one-way functions there exists a quantum zero-knowledgeproof system for NP in the bounded concurrent setting. In this setting we fix a priori the number of verifiers that can simultaneouslyinteract with the prover. Under the same assumption we also showthat there exists a quantum zero-knowledge proof system for QMAin the bounded concurrency setting.– Quantum Proofs of Knowledge: Assuming quantum hardnessof learning with errors (QLWE) there exists a bounded concurrentzero-knowledge proof system for NP satisfying quantum proof ofknowledge property.Our extraction mechanism simultaneously allows for extraction probability to be negligibly close to acceptance probability(extractability) and also ensures that the prover’s state after extraction is statistically close to the prover’s state after interacting withthe verifier (simulatability).Even in the standalone setting the seminal work of [Unruh EUROCRYPT’12] and all its followups satisfied a weaker version ofextractability property and moreover did not achieve simulatability. Our result yields a proof of quantum knowledge system for QMAwith better parameters than prior works.,2021
As cloud computing becomes more popularresearch has focused on usable solutions to the problem ofverifiable computation (VC) where a computationally weakdevice (Verifier) outsources a program execution to a power-ful server (Prover) and receives guarantees that the executionwas performed faithfully. A Prover can further demonstrateknowledge of a secret input that causes the Verifier’s programto satisfy certain assertions without ever revealing which inputwas used. State-of-the-art Zero-Knowledge Proofs of Knowledge(ZKPK) methods encode a computation using arithmetic circuitsand preserve the privacy of Prover’s inputs while attestingthe integrity of program execution. Nevertheless developingdebugging and optimizing programs as circuits remains a daunt-ing task as most users are unfamiliar with this programmingparadigm. In this work we present Zilch a framework that accel-erates and simplifies the deployment of VC and ZKPK for anyapplication transparently i.e. without the need of trusted setup.Zilch uses traditional instruction sequences rather than staticarithmetic circuits that would need to be regenerated for eachdifferent computation. Towards that end we have implementedZ MIPS: a MIPS-like processor model that allows verifying eachinstruction independently and compose a proof for the executionof the target application. To foster usability Zilch incorporates anovel cross-compiler from an object-oriented Java-like languagetailored to ZKPK and optimized our Z MIPS model as well as apowerful API that enables integration of ZKPK within existingC/C++ programs. In our experiments we demonstrate theflexibility of Zilch using two real-life applications and evaluateProver and Verifier performance on a variety of benchmarks,2021
As an essential means of privacy protection technology zero-knowledge proof has gradually been applied into various fields with the development of blockchain technology such as the Internet of Vehicles and Bitcoin. Personal comprehensive credit score as a measure to promote social governance is closely related to personal privacy. Although there are currently credit score calculation systems for various application scenarios these systems almost ignore user privacy protection which leads to user information leakage or abuse. The combination of zero-knowledge proof and personal credit score calculation has been studied by a number of researchers at the present stage. However all data are provided by users directly in the current schemes which did not consider the data authenticity under the situation that users provided false data. In this paper we utilize zero-knowledge proof to design a novel privacy protection scheme for personal credit score calculation taking into account the authenticity verification of multi-dimensional user data. In addition our scheme also proposes the concept of a universal verification platform based on blockchain for personal credit scores. This platform has more substantial applicability and versatility for any qualified institution that requires querying and verifying user’s credit scores. At the end of the paper we conducted a security analysis and performance evaluation for the overall scheme.,2021
One possible applicability of blockchain technology is in identity management. Especially for public blockchains the need to reduce (ideally to zero) the exposure of sensitive identification data is clear. Under these settings zero-knowledge proofs in particular in the advanced forms of Zero-Knowledge Succinct Non-Interactive ARguments of Knowledge (zk-SNARK) and Zero-Knowledge Scalable Transparent ARguments of Knowledge (zk-STARK) can be used as a potential privacy-preserving technique. The current work looks at the existing libraries that implement zk-SNARKs and zk-STARKs and exemplifies and discusses the use of zk-SNARKs in blockchain-based identity management solutions.,2021
Human dignity demands that personal information like medical and forensic data be hidden from the public. But veils of secrecy designed to preserve privacy may also be abused to cover up lies and deceit by institutions entrusted with Data unjustly harming citizens and eroding trust in central institutions. Zero knowledge (ZK) proof systems are an ingenious cryptographic solution to this tension between the ideals of personal privacy and institutional integrity enforcing the latter in a way that does not compromise the former. Public trust demands transparency from ZK systems meaning they be set up with no reliance on any trusted party and have no trapdoors that could be exploited by powerful parties to bear false witness. For ZK systems to be used with Big Data it is imperative that the public verification process scale sublinearly in data size. Transparent ZK proofs that can be verified exponentially faster than data size were first described in the 1990s but early constructions were impractical and no ZK system realized thus far in code (including that used by crypto-currencies like Zcash™) has achieved both transparency and exponential verification speedup simultaneously for general computations. Here we report the first realization of a transparent ZK system (ZK-STARK) in which verification scales exponentially faster than database size and moreover this exponential speedup in verification is observed concretely for meaningful and sequential computations described next. Our system uses several recent advances on interactive oracle proofs (IOP) such as a “fast” (linear time) IOP system for error correcting codes. Our proof-of-concept system allows the Police to prove to the public that the DNA profile of a Presidential Candidate does not appear in the forensic DNA profile database maintained by the Police. The proof which is generated by the Police relies on no external trusted party and reveals no further information about the contents of the database nor about the candidate’s profile. In particular no DNA information is disclosed to any party outside the Police. The proof is shorter than the size of the DNAdatabase and verified faster than the time needed to examine that database na¨ıvely,2018
The goal of this work is to provide a positive result of quantum obfuscation. Point functions have been widely discussed in classical obfuscation theory but yet not formally defined in the quantum setting. To analyze the obfuscatability of quantum point functions we start with preliminaries on quantum obfuscation giving out the oracleimplementable relationship of two quantum circuit families and some obfuscations o combined quantum circuits. Then we present the strict definition of a quantum point function and discuss its variants of multiple points and multiple qubits. Under the quantum-accessible random oracle model we obtain the obfuscatability of quantum point function families by means of reduction. Finally we discuss the application of quantum obfuscation in quantum zero-knowledge. As a start of study on quantum point functions our work will be inspiring in the future development of quantum obfuscation theory.,2019
We construct a constant-round zero-knowledge classical argumentfor NP secure against quantum attacks. We assume the existence of Quantum Fully-Homomorphic Encryption and other standardprimitives known based on the Learning with Errors Assumption for quantum algorithms. As a corollary we also obtain a constantround zero-knowledge quantum argument for QMA.At the heart of our protocol is a new no-cloning non-black-box simulation technique.,2020
One of the approaches to constructing zero knowledge (ZK) arguments relies on “PCP techniques” that date back to influential works from the early 1990’s [Babai et al. Arora et al. 1991-2]. These techniques require only minimal cryptographic assumptions namely the existence of a family of collision-resistant hash functions [Kilian STOC 1992] and achieve two remarkable properties: (i) all messages generated by the verifier are public random coins and (ii) total verification time is merely poly-logarithmic in the time needed to naïvely execute the computation being verified [Babai et al. STOC 1991]. Those early constructions were never realized in code mostly because proving time was too large. To address this the model of interactive oracle proofs (IOPs) which generalizes the PCP model was recently suggested. Proving time for ZK-IOPs was reduced to quasi-linear even for problems that require nondeterministic exponential time to decide [Ben-Sasson et al. TCC 2016 ICALP 2017]. Despite these recent advances it was still not clear whether ZK-IOP systems can lead to concretely efficient succinct argument systems. Our main claim is that this is indeed the case. We present a new construction of an IOP of knowledge (which we call a zk-STIK) that improves asymptotically on the state of art: for log-space computations of length T it is the first to   𝑂(𝑇log𝑇)  arithmetic prover complexity and   𝑂(log𝑇)  verifier arithmetic complexity. Prior IOPs had additional   𝗉𝗈𝗅𝗒log𝑇  factors in both prover and verifier. Additionally we report a C++ realization of this system (which we call libSTARK). Compared to prevailing ZK realizations it has the fastest proving and (total) verification time for sufficiently large sequential computations.,2019
The potential development of large-scale quantum computers is raising concerns among IT and security research professionals due to their ability to solve (elliptic curve) discrete logarithm and integer factorization problems in polynomial time. All currently used public key algorithms would be deemed insecure in a post-quantum (PQ) setting. In response the National Institute of Standards and Technology (NIST) has initiated a process to standardize quantum-resistant crypto algorithms focusing primarily on their security guarantees. Since PQ algorithms present significant differences over classical ones their overall evaluation should not be performed out-of-context. This work presents a detailed performance evaluation of the NIST signature algorithm candidates and investigates the imposed latency on TLS 1.3 connection establishment under realistic network conditions. In addition we investigate their impact on TLS session throughput and analyze the trade-off between lengthy PQ signatures and computationally heavy PQ cryptographic operations. Our results demonstrate that the adoption of at least two PQ signature algorithms would be viable with little additional overhead over current signature algorithms. Also we argue that many NIST PQ candidates can effectively be used for less time-sensitive applications and provide an in-depth discussion on the integration of PQ authentication in encrypted tunneling protocols along with the related challenges improvements and alternatives. Finally we propose and evaluate the combination of different PQ signature algorithms across the same certificate chain in TLS. Results show a reduction of the TLS handshake time and a significant increase of a servers TLS tunnel connection rate over using a single PQ signature scheme.,2020
In a recent seminal work Bitansky and Shmueli (STOC ’20)gave the first construction of a constant round zero-knowledge argumentfor NP secure against quantum attacks. However their constructionhas several drawbacks compared to the classical counterparts. Specifi-cally their construction only achieves computational soundness requiresstrong assumptions of quantum hardness of learning with errors (QLWEassumption) and the existence of quantum fully homomorphic encryp-tion (QFHE) and relies on non-black-box simulation.In this paper we resolve these issues at the cost of weakening thenotion of zero-knowledge to what is called -zero-knowledge. Concretelywe construct the following protocols:– We construct a constant round interactive proof for NP that sat-isfies statistical soundness and black-box -zero-knowledge against quan-tum attacks assuming the existence of collapsing hash functions whichis a quantum counterpart of collision-resistant hash functions. Interest-ingly this construction is just an adapted version of the classical protocolby Goldreich and Kahan (JoC ’96) though the proof of -zero-knowledgeproperty against quantum adversaries requires novel ideas.– We construct a constant round interactive argument for NPthat satisfies computational soundness and black-box -zero-knowledgeagainst quantum attacks only assuming the existence of post-quantumone-way functions.At the heart of our results is a new quantum rewinding techniquethat enables a simulator to extract a committed message of a maliciousverifier while simulating verifier’s internal state in an appropriate sense.,2021
